"filename","tag_count","id","title","date","author","layout","guid","permalink","podPressPostSpecific","- 'a","categories","tags","podPressMedia","excerpt","enclosure","- ""http","image"
"2014-07-24-mobile-summer-school-6-rest-baas.md","4","1750","Mobile Summer School 6: REST & BaaS","2014-07-24T17:16:18-06:00","Jim McKeeth","post","http://delphi.org/?p=1750","/2014/07/mobile-summer-school-6-rest-baas/","","","","iOS, Mobile, Source Code, webinar","","","","",""
"2014-07-31-developer-skill-sprint-effectively-using-delphi-generics-with-ray-konopka.md","1","1753","Developer Skill Sprint: Effectively Using Delphi Generics with Ray Konopka","2014-07-31T04:54:21-06:00","Jim McKeeth","post","http://delphi.org/?p=1753","/2014/07/developer-skill-sprint-effectively-using-delphi-generics-with-ray-konopka/","","","","webinar","","","","",""
"2014-08-06-how-to-get-answers-to-your-questions.md","1","1759","How to Get Answers to Your Questions","2014-08-06T19:47:31-06:00","Jim McKeeth","post","http://delphi.org/?p=1759","/2014/08/how-to-get-answers-to-your-questions/","","","","Commentary","","","","",""
"2014-08-13-what-about-blackberry.md","2","1770","What About Blackberry?","2014-08-13T11:08:03-06:00","Jim McKeeth","post","http://delphi.org/?p=1770","/2014/08/what-about-blackberry/","","","News","Mobile, News","","","","",""
"2014-09-17-the-fireui-multi-device-designer-in-rad-studio-xe7.md","3","1774","The FireUI: Multi-Device Designer in RAD Studio XE7","2014-09-17T12:03:10-06:00","Jim McKeeth","post","http://delphi.org/?p=1774","/2014/09/the-fireui-multi-device-designer-in-rad-studio-xe7/","","","","devices, iOS, Mobile","","","","",""
"2014-09-19-hello-moto-360-from-delphi-xe7.md","1","1776","Hello Moto 360 from Delphi XE7","2014-09-19T10:40:04-06:00","Jim McKeeth","post","http://delphi.org/?p=1776","/2014/09/hello-moto-360-from-delphi-xe7/","","","","Source Code","","","","",""
"2014-10-01-new-xe7-android-features.md","3","1793","New XE7 Android Features Skill Sprint","2014-10-01T10:41:32-06:00","Jim McKeeth","post","http://delphi.org/?p=1793","/2014/10/new-xe7-android-features/","","","News","Mobile, News, Video podCast","","","","",""
"2014-10-06-meet-me-in-sao-paulo-brazil-at-the-embarcadero-conference.md","1","1797","Meet Me in S??o Paulo, Brazil at the Embarcadero Conference","2014-10-06T15:59:00-06:00","Jim McKeeth","post","http://delphi.org/?p=1797","/2014/10/meet-me-in-sao-paulo-brazil-at-the-embarcadero-conference/","","","News","News","","","","",""
"2014-10-28-fire-ui-and-the-multi-device-designer.md","2","1800","Fire UI and the Multi-Device Designer","2014-10-28T08:18:36-06:00","Jim McKeeth","post","http://delphi.org/?p=1800","/2014/10/fire-ui-and-the-multi-device-designer/","","","","design, Mobile","","","","",""
"2014-10-28-voice-enable-your-android-apps.md","2","1805","Voice Enable Your Android Apps","2014-10-28T17:06:00-06:00","Jim McKeeth","post","http://delphi.org/?p=1805","/2014/10/voice-enable-your-android-apps/","","","News","Mobile, News","","","","",""
"2014-11-04-developing-on-the-samsung-gear-live-smart-watch.md","2","1815","Developing on the Samsung Gear Live Smart Watch","2014-11-04T17:03:43-07:00","Jim McKeeth","post","http://delphi.org/?p=1815","/2014/11/developing-on-the-samsung-gear-live-smart-watch/","","","News","devices, News","","","","",""
"2014-11-18-what-is-the-internet-of-things.md","1","1830","What is the Internet of Things?","2014-11-18T16:17:01-07:00","Jim McKeeth","post","http://delphi.org/?p=1830","/2014/11/what-is-the-internet-of-things/","","","","Internet of Things","","","","",""
"2014-12-22-last-minute-christmas-shopping-ideas.md","1","1835","Last Minute Christmas Shopping Ideas","2014-12-22T17:21:50-07:00","Jim McKeeth","post","http://delphi.org/?p=1835","/2014/12/last-minute-christmas-shopping-ideas/","","","News","News","","","","",""
"2014-12-29-mobile-push-notifications-without-a-baas.md","2","1840","Mobile Push Notifications without a BaaS","2014-12-29T14:32:30-07:00","Jim McKeeth","post","http://delphi.org/?p=1840","/2014/12/mobile-push-notifications-without-a-baas/","","","","iOS, Mobile","","","","",""
"2015-01-05-tweet-delphi-code2014.md","1","1844","Tweet Delphi #Code2014","2015-01-05T12:55:37-07:00","Jim McKeeth","post","http://delphi.org/?p=1844","/2015/01/tweet-delphi-code2014/","","","News","News","","","","",""
"2015-01-07-episode-54-sarina-dupont.md","2","1847","Episode 54 ? Sarina DuPont","2015-01-07T09:53:03-07:00","Jim McKeeth","post","http://delphi.org/?p=1847","/2015/01/episode-54-sarina-dupont/","","","","Audio podCast, podcast","","","","//delphi.org/episodes/54-SarinaDuPont.mp3\n26684094\naudio/mpeg\n",""
"2015-01-12-delphi-and-the-code2014-rankings.md","1","1857","Delphi and the #Code2014 Rankings","2015-01-12T13:41:24-07:00","Jim McKeeth","post","http://delphi.org/?p=1857","/2015/01/delphi-and-the-code2014-rankings/","","","News","News","","","","",""
"2015-01-20-run-outside-handler-making-a-non-blocking-call.md","1","1861","Run Outside the Handler or Making a Non-Blocking Call","2015-01-20T16:31:09-07:00","Jim McKeeth","post","http://delphi.org/?p=1861","/2015/01/run-outside-handler-making-a-non-blocking-call/","","","","Source Code","","","","",""
"2015-01-21-episode-55-interview-with-jt.md","2","1866","Episode #55 ? Interview with JT","2015-01-21T13:33:52-07:00","Jim McKeeth","post","http://delphi.org/?p=1866","/2015/01/episode-55-interview-with-jt/","","","","Audio podCast, podcast","","","","",""
"2015-01-22-radiant-shapes.md","3","1871","Looking at Radiant Shapes","2015-01-22T15:30:20-07:00","Jim McKeeth","post","http://delphi.org/?p=1871","/2015/01/radiant-shapes/","","","News","design, iOS, News","","","","",""
"2015-01-30-delphi-hackathon.md","1","1881","Delphi Hackathon","2015-01-30T13:47:49-07:00","Jim McKeeth","post","http://delphi.org/?p=1881","/2015/01/delphi-hackathon/","","","News","News","","","","",""
"2015-02-03-parallel-for-loops.md","4","1886","Parallel For Loops","2015-02-03T06:11:41-07:00","Jim McKeeth","post","http://delphi.org/?p=1886","/2015/02/parallel-for-loops/","","","","Architecture, iOS, Mobile, Source Code","","","","",""
"2015-02-04-interview-with-darren-kosinski.md","2","1896","Interview with Darren Kosinski","2015-02-04T16:22:01-07:00","Jim McKeeth","post","http://delphi.org/?p=1896","/2015/02/interview-with-darren-kosinski/","","","","Audio podCast, podcast","","","","",""
"2015-02-05-delphiweek-and-codebattles.md","1","1902","DelphiWeek and CodeBattles","2015-02-05T22:53:04-07:00","Jim McKeeth","post","http://delphi.org/?p=1902","/2015/02/delphiweek-and-codebattles/","","","News","News","","","","",""
"2015-02-08-factorials-combinations-permutaions.md","1","1905","Factorials, Combinations & Permutaions","2015-02-08T18:56:51-07:00","Jim McKeeth","post","http://delphi.org/?p=1905","/2015/02/factorials-combinations-permutaions/","","","","Source Code","","","","",""
"2015-02-10-deep-dive-into-futures-and-the-parallel-programming-library.md","1","1914","Deep Dive into Futures and the Parallel Programming Library","2015-02-10T06:16:15-07:00","Jim McKeeth","post","http://delphi.org/?p=1914","/2015/02/deep-dive-into-futures-and-the-parallel-programming-library/","","","","Source Code","","","","",""
"2015-02-19-code-monkey-in-delphi-code.md","4","1929","Code Monkey in Delphi Code","2015-02-19T06:39:21-07:00","Jim McKeeth","post","http://delphi.org/?p=1929","/2015/02/code-monkey-in-delphi-code/","","","","Funny, iOS, Source Code, Video podCast","","","","//delphi.org/episodes/CodeMonkeyCode.mp4\n257429732\nvideo/mp4\n",""
"2015-03-11-brian-alexakis-and-virtual-reality.md","2","1945","Brian Alexakis and Virtual Reality","2015-03-11T20:08:00-06:00","Jim McKeeth","post","http://delphi.org/?p=1945","/2015/03/brian-alexakis-and-virtual-reality/","","","","Audio podCast, podcast","","","","//delphi.org/episodes/57-BrianAlexakisAndVirtualReality.mp3\r\n30963164\r\naudio/mpeg\r\n",""
"2015-03-12-firedac-in-memory-dataset-tfdmemtable.md","2","1933","FireDAC In-Memory DataSet: TFDMemTable","2015-03-12T05:00:32-06:00","Jim McKeeth","post","http://delphi.org/?p=1933","/2015/03/firedac-in-memory-dataset-tfdmemtable/","","","","Source Code, webinar","","","","",""
"2015-03-19-firedac-local-sql.md","2","1951","FireDAC: Local SQL","2015-03-19T05:34:31-06:00","Jim McKeeth","post","http://delphi.org/?p=1951","/2015/03/firedac-local-sql/","","","","Source Code, webinar","","","","",""
"2015-03-25-an-interview-with-ray-konopka.md","2","1966","An Interview with Ray Konopka","2015-03-25T17:49:42-06:00","Jim McKeeth","post","http://delphi.org/?p=1966","/2015/03/an-interview-with-ray-konopka/","","","","Audio podCast, podcast","","","","//delphi.org/episodes/57-RayKonopka.mp3\n34777893\naudio/mpeg\n",""
"2015-04-09-cors-on-datasnap-rest-server.md","2","1979","CORS on DataSnap REST Server","2015-04-09T09:04:50-06:00","Jim McKeeth","post","http://delphi.org/?p=1979","/2015/04/cors-on-datasnap-rest-server/","","","News","News, Source Code","","","","",""
"2015-05-03-mvp-tweets-of-the-week-april-26-2015.md","1","1989","MVP Tweets of the Week ? April 26, 2015","2015-05-03T19:07:56-06:00","Jim McKeeth","post","http://delphi.org/?p=1989","/2015/05/mvp-tweets-of-the-week-april-26-2015/","","","","MVP","","","","",""
"2015-06-15-brain-computer-interface-demo-video.md","1","1999","Brain Computer Interface Demo video","2015-06-15T10:00:40-06:00","Jim McKeeth","post","http://delphi.org/?p=1999","/2015/06/brain-computer-interface-demo-video/","","","News","News","","","","",""
"2015-06-29-googles-project-brillo-weave-and-delphi.md","3","2003","Google???s Project Brillo, Weave, and Delphi","2015-06-29T20:10:08-06:00","Jim McKeeth","post","http://delphi.org/?p=2003","/2015/06/googles-project-brillo-weave-and-delphi/","","","News","devices, Internet of Things, News","","","","",""
"2015-08-07-adding-to-the-android-user-dictionary.md","1","2007","Adding to the Android User Dictionary","2015-08-07T10:01:59-06:00","Jim McKeeth","post","http://delphi.org/?p=2007","/2015/08/adding-to-the-android-user-dictionary/","","","News","News","","","","",""
"2015-08-13-conversation-with-allen-bauer-chief-scientist.md","2","2011","Conversation with Allen Bauer, Chief Scientist","2015-08-13T14:32:11-06:00","Jim McKeeth","post","http://delphi.org/?p=2011","/2015/08/conversation-with-allen-bauer-chief-scientist/","","","","Audio podCast, podcast","","In this special episode we talk with Allen Bauer, Chief Scientist here at Embarcadero Technologies.","","",""
"2015-09-01-rad-studio-10-seattle-early-bird-offer.md","1","2027","RAD Studio 10 Seattle Early Bird Offer","2015-09-01T21:41:31-06:00","Jim McKeeth","post","http://delphi.org/?p=2027","/2015/09/rad-studio-10-seattle-early-bird-offer/","","","News","News","","","","",""
"2015-09-03-minimalistic-android-service-with-delphi-10-seattle.md","2","2032","Minimalistic Android Service with Delphi 10 Seattle","2015-09-03T07:32:48-06:00","Jim McKeeth","post","http://delphi.org/?p=2032","/2015/09/minimalistic-android-service-with-delphi-10-seattle/","","","News","Android-Services, News","","","","",""
"2015-09-19-mongodb-firedac-c-sample.md","4","2039","MongoDB FireDAC C++ Sample","2015-09-19T10:58:06-06:00","Jim McKeeth","post","http://delphi.org/?p=2039","/2015/09/mongodb-firedac-c-sample/","","","","C#, DataBase, FireDAC, MongoDB","","","","",""
"2015-09-19-more-on-android-services-with-delphi-10-seattle.md","3","2035","More on Android Services with Delphi 10 Seattle","2015-09-19T10:35:23-06:00","Jim McKeeth","post","http://delphi.org/?p=2035","/2015/09/more-on-android-services-with-delphi-10-seattle/","","","","Android-Services, iOS, Mobile","","Today we had our RAD Studio 10 Seattle Deep Dive and I expanded on my Minimalistic Android Studio video with some more details. If you didn''t get registered to join us live, be sure and register now to get access to the replay. In the meantime, here are some more details and a new sample for you.","","",""
"2015-09-23-export-trello-to-csv.md","6","2046","Export Trello to CSV","2015-09-23T20:59:36-06:00","Jim McKeeth","post","http://delphi.org/?p=2046","/2015/09/export-trello-to-csv/","","","News","DataBase, FireDAC, News, REST, TFDLocalSQL, Trello","","","","",""
"2015-09-24-another-android-background-services-video.md","2","2048","Another Android Background Services Video","2015-09-24T14:30:51-06:00","Jim McKeeth","post","http://delphi.org/?p=2048","/2015/09/another-android-background-services-video/","","","News","Android-Services, News","","","","",""
"2015-10-07-more-coding-in-delphi-in-more-formats.md","1","2054","More Coding In Delphi in More Formats","2015-10-07T21:07:47-06:00","Jim McKeeth","post","http://delphi.org/?p=2054","/2015/10/more-coding-in-delphi-in-more-formats/","","","News","News","","","","",""
"2015-10-15-new-delphi-seattle-mongodb-sample.md","3","2053","New Delphi Seattle MongoDB Sample","2015-10-15T13:58:23-06:00","Jim McKeeth","post","http://delphi.org/?p=2053","/2015/10/new-delphi-seattle-mongodb-sample/","","","","DataBase, MongoDB, Source Code","","","","",""
"2015-10-22-connecting-the-philips-hue-bridge-to-wi-fi.md","2","2065","Connecting the Philips Hue Bridge to Wi-Fi","2015-10-22T10:28:56-06:00","Jim McKeeth","post","http://delphi.org/?p=2065","/2015/10/connecting-the-philips-hue-bridge-to-wi-fi/","","","","gadgets, Phillips Hue","","","","",""
"2015-10-23-android-services-presentations-and-workarounds.md","3","2084","Android Services Presentations and Workarounds","2015-10-23T08:27:35-06:00","Jim McKeeth","post","http://delphi.org/?p=2084","/2015/10/android-services-presentations-and-workarounds/","","","News","Android-Services, Conferences, News","","","","",""
"2015-10-23-t-shirts-from-brazil-delphi-conference.md","1","2071","T-Shirts from Brazil Delphi Conference","2015-10-23T05:32:35-06:00","Jim McKeeth","post","http://delphi.org/?p=2071","/2015/10/t-shirts-from-brazil-delphi-conference/","","","","Conferences","","","","",""
"2015-10-27-delphi-and-rest-client-development.md","2","2088","Delphi and REST Client Development","2015-10-27T15:14:44-06:00","Jim McKeeth","post","http://delphi.org/?p=2088","/2015/10/delphi-and-rest-client-development/","","","News","News, REST","","","","",""
"2015-10-29-rest-client-video-challenge.md","3","2090","REST Client Video Challenge","2015-10-29T15:29:23-06:00","Jim McKeeth","post","http://delphi.org/?p=2090","/2015/10/rest-client-video-challenge/","","","News","iOS, Mobile, News","","","","",""
"2015-11-02-podcast-episode-60-victory-fernandes.md","2","2146","Podcast Episode 60 ? Victory Fernandes","2015-11-02T16:54:15-07:00","Jim McKeeth","post","http://delphi.org/?p=2146","/2015/11/podcast-episode-60-victory-fernandes/","","","","Audio podCast, podcast","","","","",""
"2015-11-06-how-to-alias-a-procedure.md","1","2155","How to Reference a Procedure","2015-11-06T10:33:34-07:00","Jim McKeeth","post","http://delphi.org/?p=2155","/2015/11/how-to-alias-a-procedure/","","","","Source Code","","","","",""
"2015-12-08-hour-of-codingame-with-object-pascal-delphi.md","6","2166","Hour of CodinGame with Object Pascal / Delphi","2015-12-08T11:27:33-07:00","Jim McKeeth","post","http://delphi.org/?p=2166","/2015/12/hour-of-codingame-with-object-pascal-delphi/","","","","CodinGame, delphi, Education, hour of code, Learning, webinar","","","","",""
"2015-12-15-skill-sprint-using-firemonkey-layouts.md","4","2171","Skill Sprint: Using FireMonkey Layouts","2015-12-15T05:42:31-07:00","Jim McKeeth","post","http://delphi.org/?p=2171","/2015/12/skill-sprint-using-firemonkey-layouts/","","","","FireMonkey, Layouts, Skill Sprint, webinar","","","","",""
"2015-12-21-what-are-mvps-saying-about-delphi-and-cbuilder-10-seattle.md","2","2192","What MVPs Are Saying about Delphi and C++Builder 10 Seattle","2015-12-21T10:56:46-07:00","Jim McKeeth","post","http://delphi.org/?p=2192","/2015/12/what-are-mvps-saying-about-delphi-and-cbuilder-10-seattle/","","","","10Seattle, MVP","","","","",""
"2016-01-26-decompressing-the-trestresponse.md","8","2204","Decompressing the TRESTResponse","2016-01-26T09:56:23-07:00","Jim McKeeth","post","http://delphi.org/?p=2204","/2016/01/decompressing-the-trestresponse/","","","News","compression, GZIP, JSON, News, REST, TIdCompressorZLib, TRESTClient, TRESTResponse","","","","",""
"2016-02-05-10-reasons-to-use-paserver-for-windows-deployment.md","7","2212","10 Reasons to Use PAServer for Remote Windows Deployment","2016-02-05T15:37:48-07:00","Jim McKeeth","post","http://delphi.org/?p=2212","/2016/02/10-reasons-to-use-paserver-for-windows-deployment/","","","News","Debugging, deployment, News, PAClient, PAServer, Tablets, windows","","","","",""
"2016-02-08-the-year-of-the-firemonkey.md","2","2264","The Year of the FireMonkey","2016-02-08T10:59:34-07:00","Jim McKeeth","post","http://delphi.org/?p=2264","/2016/02/the-year-of-the-firemonkey/","","","News","FireMonkey, News","","","","",""
"2016-03-09-meet-the-new-embarcadero-mvps.md","1","2277","Meet the New Embarcadero MVPs","2016-03-09T19:51:23-07:00","Jim McKeeth","post","http://delphi.org/?p=2277","/2016/03/meet-the-new-embarcadero-mvps/","","","","MVP","","","","",""
"2016-03-15-what-is-your-favorite-delphi-demo.md","1","2282","What is Your Favorite Delphi Demo?","2016-03-15T21:47:40-06:00","Jim McKeeth","post","http://delphi.org/2016/03/what-is-your-favorite-delphi-demo/","/2016/03/what-is-your-favorite-delphi-demo/","","","News","News","","","","",""
"2016-03-23-embarcadero-mvp-of-the-year-for-2015-stefan-glienke.md","2","2284","Embarcadero MVP of the Year for 2015 ? Stefan Glienke","2016-03-23T09:55:53-06:00","Jim McKeeth","post","http://delphi.org/?p=2284","/2016/03/embarcadero-mvp-of-the-year-for-2015-stefan-glienke/","","","News","MVP, News","","","","",""
"2016-04-06-mvp-of-the-week-jens-fudge.md","1","2296","MVP of the Week: Jens Fudge","2016-04-06T19:08:34-06:00","Jim McKeeth","post","http://delphi.org/?p=2296","/2016/04/mvp-of-the-week-jens-fudge/","","","","MVP","","","","",""
"2016-04-13-mvp-of-the-week-robert-love.md","4","2303","MVP of the Week: Robert Love","2016-04-13T22:10:15-06:00","Jim McKeeth","post","http://delphi.org/?p=2303","/2016/04/mvp-of-the-week-robert-love/","","","News","Audio podCast, MVP, News, podcast","","","","",""
"2016-04-21-mvp-of-the-week-danny-wind.md","2","2340","MVP of the Week: Danny Wind","2016-04-21T09:34:38-06:00","Jim McKeeth","post","http://delphi.org/?p=2340","/2016/04/mvp-of-the-week-danny-wind/","","","News","MVP, News","","","","",""
"2016-04-25-where-is-the-activex-project-type-for-delphi-10-1-berlin.md","5","2348","Where is the ActiveX Project Type for Delphi 10.1 Berlin?","2016-04-25T14:57:59-06:00","Jim McKeeth","post","http://delphi.org/?p=2348","/2016/04/where-is-the-activex-project-type-for-delphi-10-1-berlin/","","","News","10.1, ActiveX, Berlin, delphi, News","","","","",""
"2016-04-27-mvp-of-the-week-yilmaz-yoru.md","6","2342","MVP of the Week: Yilmaz Y??r??","2016-04-27T21:44:59-06:00","Jim McKeeth","post","http://delphi.org/?p=2342","/2016/04/mvp-of-the-week-yilmaz-yoru/","","","News","Audio podCast, C++Builder, MVP, News, podcast, Video podCast","","","","",""
"2016-05-04-mvp-of-the-week-nick-hodges.md","2","2404","MVP of the Week: Nick Hodges","2016-05-04T22:53:13-06:00","Jim McKeeth","post","http://delphi.org/?p=2404","/2016/05/mvp-of-the-week-nick-hodges/","","","News","MVP, News","","","","","/assets/images/2016/05/nickhodges.jpg"
"2016-05-12-mvp-of-the-week-bertie-buitendag.md","2","2420","MVP of the Week: Bertie Buitendag","2016-05-12T01:01:19-06:00","Jim McKeeth","post","http://delphi.org/?p=2420","/2016/05/mvp-of-the-week-bertie-buitendag/","","","News","MVP, News","","","","","/assets/images/2016/05/Albertus.jpg"
"2016-05-19-mvp-of-the-week-nirav-kaku.md","2","2426","MVP of the Week: Nirav Kaku","2016-05-19T15:33:43-06:00","Jim McKeeth","post","http://delphi.org/?p=2426","/2016/05/mvp-of-the-week-nirav-kaku/","","","News","MVP, News","","This week we are spotlighting our MVP Nirav Kaku from Mumbai, India.","","//delphi.org/episodes/64-NiravKaku.mp3\n35041926\naudio/mpeg\n","/assets/images/2016/05/Nirav.jpg"
"2016-05-23-more-new-mvps.md","1","2439","More New MVPs","2016-05-23T19:23:39-06:00","Jim McKeeth","post","http://delphi.org/?p=2439","/2016/05/more-new-mvps/","","","","MVP","","","","",""
"2016-05-26-1password-for-windows-is-written-in-delphi.md","1","2445","1Password for Windows is Written in Delphi!","2016-05-26T07:29:45-06:00","Jim McKeeth","post","http://delphi.org/?p=2445","/2016/05/1password-for-windows-is-written-in-delphi/","","","News","News","","","","","/assets/images/2016/05/1Password-512x198.png"
"2016-06-01-mvp-of-the-week-alister-christie.md","2","2441","MVP of the Week: Alister Christie","2016-06-01T14:11:13-06:00","Jim McKeeth","post","http://delphi.org/?p=2441","/2016/06/mvp-of-the-week-alister-christie/","","","News","MVP, News","","","","",""
"2016-06-02-what-is-delphis-dna.md","1","2454","What is Delphi?s DNA?","2016-06-02T19:52:24-06:00","Jim McKeeth","post","http://delphi.org/?p=2454","/2016/06/what-is-delphis-dna/","","","","Article","","","","","/assets/images/2016/06/Delphi-DNA-Wordcloud.png"
"2016-06-03-firemonkey-and-the-android-misconception.md","3","2459","FireMonkey and the Android Misconception","2016-06-03T12:41:41-06:00","Jim McKeeth","post","http://delphi.org/?p=2459","/2016/06/firemonkey-and-the-android-misconception/","","","News","Article, Mobile, News","","","","","/assets/images/2016/02/FireMonkey300px-300x198.png"
"2016-06-04-1passwords-components.md","2","2474","More on 1Password?s Components","2016-06-04T21:36:41-06:00","Jim McKeeth","post","http://delphi.org/?p=2474","/2016/06/1passwords-components/","","","News","Article, News","","","","","/assets/images/2016/06/StefanVanAs-200x198.jpeg"
"2016-06-06-cool-app-contender-hop-hunger-obesity-prevention-app.md","4","2479","Cool App Contender: HOP (Hunger Obesity Prevention) App","2016-06-06T06:38:45-06:00","Jim McKeeth","post","http://delphi.org/?p=2479","/2016/06/cool-app-contender-hop-hunger-obesity-prevention-app/","","","News","Internet of Things, iOS, Mobile, News","","","","","/assets/images/2016/06/HOP-Hunger-Obesity-Prevention-App-568x198.jpg"
"2016-06-07-cool-app-contender-atlasbuilder.md","1","2487","Cool App Contender: AtlasBuilder","2016-06-07T06:41:30-06:00","Jim McKeeth","post","http://delphi.org/?p=2487","/2016/06/cool-app-contender-atlasbuilder/","","","News","News","","","","","/assets/images/2016/06/AtlasBuilder.png"
"2016-06-08-cool-app-contender-briskbard.md","1","2502","Cool App Contender: BriskBard","2016-06-08T20:19:16-06:00","Jim McKeeth","post","http://delphi.org/?p=2502","/2016/06/cool-app-contender-briskbard/","","","News","News","","","","","/assets/images/2016/06/BriskBard-200x198.png"
"2016-06-09-cool-app-contender-rain-in-denmark.md","1","2507","Cool App Contender: Rain in Denmark","2016-06-09T08:04:54-06:00","Jim McKeeth","post","http://delphi.org/?p=2507","/2016/06/cool-app-contender-rain-in-denmark/","","","News","News","","","","","/assets/images/2016/06/RainInDenmark-350x198.png"
"2016-06-10-mimix-3d-profile-scanner.md","1","2514","Cool App Contender: Mimix 3D Profile Scanner","2016-06-10T08:57:14-06:00","Jim McKeeth","post","http://delphi.org/?p=2514","/2016/06/mimix-3d-profile-scanner/","","","News","News","","","","","/assets/images/2016/05/Cool_App_Contest_Logo_and_Graphic-262x198.png"
"2016-06-15-cool-app-contender-alignmix-professional.md","1","2522","Cool App Contender: AlignMix Professional","2016-06-15T00:34:32-06:00","Jim McKeeth","post","http://delphi.org/?p=2522","/2016/06/cool-app-contender-alignmix-professional/","","","News","News","","","","",""
"2016-06-15-mvp-of-the-week-german-estevez.md","2","2520","MVP of the Week: Germ??n Est??vez","2016-06-15T15:17:32-06:00","Jim McKeeth","post","http://delphi.org/?p=2520","/2016/06/mvp-of-the-week-german-estevez/","","","News","MVP, News","","","","","/assets/images/2016/06/German-Estevez-Ruiz.jpg"
"2016-06-18-cool-app-contender-floccipender-the-word-descrambler.md","1","2532","Cool App Contender: Floccipender the Word Descrambler","2016-06-18T14:21:39-06:00","Jim McKeeth","post","http://delphi.org/?p=2532","/2016/06/cool-app-contender-floccipender-the-word-descrambler/","","","News","News","","","","",""
"2016-06-29-mvp-spotlight-jordi-corbilla.md","2","2537","MVP Spotlight: Jordi Corbilla","2016-06-29T16:28:39-06:00","Jim McKeeth","post","http://delphi.org/?p=2537","/2016/06/mvp-spotlight-jordi-corbilla/","","","News","MVP, News","","","","","/assets/images/2016/06/jordi_coll-534x198.jpg"
"2016-07-06-mvp-spotlight-cary-jensen.md","1","2545","MVP Spotlight: Cary Jensen","2016-07-06T12:23:59-06:00","Jim McKeeth","post","http://delphi.org/?p=2545","/2016/07/mvp-spotlight-cary-jensen/","","","","MVP","","","","",""
"2016-07-13-mvp-spotlight-dr-bob-swart.md","2","2552","MVP Spotlight: Dr. Bob Swart","2016-07-13T21:19:32-06:00","Jim McKeeth","post","http://delphi.org/?p=2552","/2016/07/mvp-spotlight-dr-bob-swart/","","","News","MVP, News","","","","",""
"2016-07-21-top-10-reasons-to-be-a-delphi-developer.md","1","2562","Top 10 Reasons to be a Delphi Developer","2016-07-21T16:13:51-06:00","Jim McKeeth","post","http://delphi.org/?p=2562","/2016/07/top-10-reasons-to-be-a-delphi-developer/","","","News","News","","","","","/assets/images/2016/07/Delphi-500x198.png"
"2016-07-22-top-11-computer-programmers-of-all-time.md","1","2568","Top 11 Computer Programmers of All Time","2016-07-22T18:51:07-06:00","Jim McKeeth","post","http://delphi.org/?p=2568","/2016/07/top-11-computer-programmers-of-all-time/","","","News","News","","","","","/assets/images/2016/07/Niklaus_Wirth_UrGU-413x198.jpg"
"2016-07-26-cool-app-contender-network-fool-card-game.md","2","2584","Cool App Contender: Network Fool Card Game","2016-07-26T02:04:54-06:00","Jim McKeeth","post","http://delphi.org/?p=2584","/2016/07/cool-app-contender-network-fool-card-game/","","","News","Cool Apps, News","","","","",""
"2016-08-02-cool-app-contender-sumotori-de-chu.md","2","2592","Cool App Contender: SUMOTORI DE CHU","2016-08-02T10:28:00-06:00","Jim McKeeth","post","http://delphi.org/?p=2592","/2016/08/cool-app-contender-sumotori-de-chu/","","","News","Cool Apps, News","","","","","/assets/images/2016/08/SUMOTORI_DE_CHU-512x198.png"
"2016-08-03-mvp-spotlight-samuel-muka-david.md","2","2595","MVP Spotlight: Samuel ?Muka? David","2016-08-03T00:34:27-06:00","Jim McKeeth","post","http://delphi.org/?p=2595","/2016/08/mvp-spotlight-samuel-muka-david/","","","News","MVP, News","","","","",""
"2016-08-09-mvp-spotlight-eli-of-fmxexpress-com.md","1","2609","MVP Spotlight: Eli of FMXExpress.com","2016-08-09T20:56:11-06:00","Jim McKeeth","post","http://delphi.org/?p=2609","/2016/08/mvp-spotlight-eli-of-fmxexpress-com/","","","","MVP","","","","",""
"2016-08-17-the-trouble-with-lists-of-programmers.md","1","2590","The Trouble with Lists of Programmers","2016-08-17T22:30:32-06:00","Jim McKeeth","post","http://delphi.org/?p=2590","/2016/08/the-trouble-with-lists-of-programmers/","","","News","News","","","","",""
"2016-08-24-blaise-pascal-issue-53-with-atanas-popov-interview.md","1","2623","Blaise Pascal Issue 53 with Atanas Popov Interview","2016-08-24T10:56:48-06:00","Jim McKeeth","post","http://delphi.org/?p=2623","/2016/08/blaise-pascal-issue-53-with-atanas-popov-interview/","","","News","News","","","","",""
"2016-08-24-get-a-copy-of-marcos-object-pascal-handbook-with-delphi-starter.md","1","2628","Get a Copy of Marco?s Object Pascal Handbook with Delphi Starter","2016-08-24T17:07:01-06:00","Jim McKeeth","post","http://delphi.org/?p=2628","/2016/08/get-a-copy-of-marcos-object-pascal-handbook-with-delphi-starter/","","","News","News","","","","",""
"2016-08-30-mvp-spotlight-holger-flick.md","2","2626","MVP Spotlight: Holger Flick","2016-08-30T16:58:43-06:00","Jim McKeeth","post","http://delphi.org/?p=2626","/2016/08/mvp-spotlight-holger-flick/","","","News","MVP, News","","","","",""
"2016-10-01-3-webinar-replays-windows-10-cool-apps-migration.md","1","2649","3 Webinar Replays: Windows 10, Cool Apps & Migration","2016-10-01T15:48:13-06:00","Jim McKeeth","post","http://delphi.org/?p=2649","/2016/10/3-webinar-replays-windows-10-cool-apps-migration/","","","","webinar","","","","",""
